Carat,Clarity,Color,Cut,Depth,Price,Table,x,y,z
1.25,IF,E,Ideal,61.8,16823,55,6.95,6.9,4.28
0.52,IF,E,Ideal,61.1,3033,57,5.17,5.21,3.17
0.65,IF,E,Ideal,62.3,4184,56,5.52,5.56,3.45
0.29,IF,E,Ideal,61.9,815,57,4.25,4.29,2.64
0.6,IF,E,Ideal,124.6,943,107,8.6,8.67,5.380000000000001
0.32,IF,E,Ideal,62,944,55,4.37,4.41,2.72
0.8999999999999999,IF,E,Ideal,184.5,957,170,12.94,13.07,8
0.31,IF,E,Ideal,62.2,958,53,4.35,4.4,2.72
0.62,IF,E,Ideal,123.1,987,109,8.719999999999999,8.76,5.380000000000001
0.31,IF,E,Premium,61,1060,59,4.36,4.39,2.67
0.32,IF,E,Premium,61.6,1095,58,4.38,4.39,2.7
0.6,IF,E,Premium,121.1,1097,119,8.65,8.59,5.22
1.01,IF,E,Premium,62.6,11387,58,6.37,6.44,4.01
1.01,IF,E,Premium,62.6,11491,58,6.44,6.37,4.01
0.32,IF,E,Premium,61.6,1170,58,4.39,4.38,2.7
1.05,IF,E,Premium,59,11838,58,6.66,6.7,3.94
1.05,IF,E,Premium,59,11946,58,6.7,6.66,3.94
0.63,IF,E,Premium,60.3,2879,62,5.55,5.53,3.34
0.72,IF,E,Premium,61.3,3951,60,5.74,5.71,3.51
0.32,IF,E,Premium,60,967,61,4.5,4.46,2.69
0.3,IF,E,Premium,61.9,984,61,4.32,4.27,2.66
0.32,IF,E,Very Good,61.4,1018,55,4.43,4.46,2.73
0.35,IF,E,Very Good,57.9,1025,56,4.71,4.75,2.74
0.3,IF,E,Very Good,60.1,1026,60,4.3,4.32,2.59
0.4,IF,E,Very Good,62.9,1207,58,4.68,4.77,2.97
1.06,IF,E,Very Good,62.4,12642,55,6.5,6.54,4.07
0.53,IF,E,Very Good,59.8,2542,60,5.28,5.35,3.18
0.56,IF,E,Very Good,61,2833,59,5.28,5.34,3.24
0.58,IF,E,Very Good,60.6,2852,59,5.37,5.43,3.27
0.51,IF,E,Very Good,63.3,2925,58,5.03,5.08,3.2
0.61,IF,E,Very Good,61.7,3337,58,5.39,5.47,3.35
0.7,IF,E,Very Good,63.4,3622,58,5.64,5.59,3.56
0.7,IF,E,Very Good,60.3,4679,59,5.72,5.76,3.46
0.76,IF,E,Very Good,61.9,4798,56,5.83,5.85,3.62
0.26,IF,E,Very Good,58.7,547,63,4.19,4.23,2.47
0.25,IF,E,Very Good,61.3,633,56,4.1,4.13,2.53
0.28,IF,E,Very Good,59.6,688,55,4.24,4.31,2.55
0.27,IF,E,Very Good,59.7,760,56,4.26,4.28,2.55
0.9,IF,E,Very Good,63.9,7747,55,6.05,6.09,3.88
0.3,IF,E,Very Good,60.9,949,59,4.29,4.32,2.62
0.33,IF,E,Very Good,61.8,957,55,4.47,4.52,2.78
0.31,IF,E,Very Good,61.6,958,54,4.38,4.42,2.71
0.71,IF,F,Fair,58.7,3205,62,5.87,5.81,3.43
0.46,IF,F,Good,56.2,1806,61,5.16,5.24,2.92
0.71,IF,F,Good,62.1,3393,62,5.68,5.79,3.56
0.24,IF,F,Good,65.1,492,58,3.86,3.88,2.52
0.3,IF,F,Good,60,742,63,4.3,4.36,2.6
0.3,IF,F,Good,64.3,780,53,4.22,4.27,2.73
0.3,IF,F,Ideal,62,1013,56,4.34,4.3,2.68
0.35,IF,F,Ideal,60.9,1035,56,4.54,4.56,2.77
0.9299999999999999,IF,F,Ideal,186.4,1046,167,13.049999999999999,12.98,8.09
0.62,IF,F,Ideal,122.9,1061,111,8.719999999999999,8.780000000000001,5.380000000000001
1.03,IF,F,Ideal,63.1,10615,55,6.45,6.46,4.07
0.72,IF,F,Ideal,121.69999999999999,1063,113,9.18,9.260000000000002,5.609999999999999
0.35,IF,F,Ideal,60.7,1073,57,4.6,4.56,2.78
0.32,IF,F,Ideal,62.2,1080,55,4.4,4.38,2.73
1.06,IF,F,Ideal,61,10995,57,6.55,6.64,4.02
1.02,IF,F,Ideal,62,11116,58,6.44,6.49,4.01
1.06,IF,F,Ideal,61,11195,57,6.64,6.55,4.02
1.1,IF,F,Ideal,62,11233,57,6.65,6.57,4.1
1.03,IF,F,Ideal,61.3,11365,56,6.53,6.55,4.01
0.36,IF,F,Ideal,61.4,1138,55.9,4.58,4.62,2.82
1.07,IF,F,Ideal,62,11434,57,6.52,6.57,4.06
0.41,IF,F,Ideal,62.2,1151,54,4.76,4.79,2.97
0.31,IF,F,Ideal,60.2,1155,57,4.38,4.44,2.65
0.62,IF,F,Ideal,122.6,1168,113,8.75,8.809999999999999,5.38
1.09,IF,F,Ideal,61.6,11888,55,6.59,6.65,4.08
0.32,IF,F,Ideal,61.2,1204,56,4.41,4.45,2.71
0.36,IF,F,Ideal,61.7,1210,55,4.58,4.62,2.84
0.38,IF,F,Ideal,60.7,1212,57,4.69,4.73,2.86
0.38,IF,F,Ideal,62.2,1229,54,4.68,4.71,2.92
0.66,IF,F,Ideal,122.5,1240,111,8.94,8.99,5.49
1.06,IF,F,Ideal,61.9,12539,55,6.54,6.57,4.06
0.34,IF,F,Ideal,61.9,1276,55,4.49,4.52,2.79
0.4,IF,F,Ideal,62.3,1292,57,4.69,4.71,2.93
0.35,IF,F,Ideal,60.9,1312,55,4.58,4.61,2.8
0.39,IF,F,Ideal,61,1377,56,4.72,4.75,2.89
0.38,IF,F,Ideal,62.2,1397,55,4.66,4.64,2.89
0.4,IF,F,Ideal,61.9,1406,54,4.75,4.81,2.96
2.46,IF,F,Ideal,370,1439,337,28.71,28.92,17.770000000000003
1.2,IF,F,Ideal,61.6,14430,57,6.84,6.79,4.2
1.27,IF,F,Ideal,61.3,15377,55,6.98,7.02,4.29
0.86,IF,F,Ideal,122.4,1580,113,9.78,9.72,5.970000000000001
0.31,IF,F,Ideal,61.2,1818,57,4.35,4.38,2.67
1.33,IF,F,Ideal,60.2,18435,57,7.12,7.17,4.3
0.46,IF,F,Ideal,62,1950,55,4.96,4.98,3.08
0.48,IF,F,Ideal,62,2059,54,5,5.05,3.11
0.52,IF,F,Ideal,61.7,2393,56,5.16,5.18,3.19
0.5,IF,F,Ideal,61.2,2419,57,5.11,5.15,3.14
0.53,IF,F,Ideal,62.4,2447,55,5.2,5.19,3.24
0.5,IF,F,Ideal,60.6,2529,58,5.13,5.16,3.12
0.52,IF,F,Ideal,60.6,2598,57,5.22,5.21,3.16
0.57,IF,F,Ideal,61.3,2656,56,5.32,5.36,3.28
0.53,IF,F,Ideal,61.3,2658,57,5.19,5.21,3.19
0.52,IF,F,Ideal,61.7,2733,57,5.13,5.17,3.18
0.52,IF,F,Ideal,61.5,2749,57,5.15,5.19,3.18
0.52,IF,F,Ideal,62.2,2783,55,5.14,5.18,3.21
0.53,IF,F,Ideal,61.9,2802,54,5.22,5.25,3.24
0.73,IF,F,Ideal,61.2,3880,55,5.86,5.8,3.57
0.74,IF,F,Ideal,61.9,4383,55,5.79,5.84,3.6
0.76,IF,F,Ideal,59.6,4596,58,5.95,5.96,3.55
0.24,IF,F,Ideal,61.6,678,57,3.97,4,2.45
0.25,IF,F,Ideal,62.3,739,54,4.06,4.09,2.54
0.54,IF,F,Ideal,124.4,760,112,8.3,8.350000000000001,5.18
0.28,IF,F,Ideal,61.9,787,56,4.18,4.21,2.59
0.27,IF,F,Ideal,61.8,796,55,4.16,4.19,2.58
1.5,IF,F,Ideal,305.1,873,283,21.64,21.82,13.260000000000002
5.099999999999999,IF,F,Ideal,1053.1000000000001,886,957,73.11,73.58999999999999,45.43999999999999
0.6,IF,F,Ideal,121.69999999999999,892,112,8.67,8.71,5.29
1.24,IF,F,Ideal,244.6,901,223,17.56,17.67,10.77
3.1,IF,F,Ideal,617.2,914,547,43.660000000000004,43.97,27.039999999999996
0.32,IF,F,Ideal,61.9,915,55,4.38,4.44,2.73
0.62,IF,F,Ideal,123.4,921,111,8.719999999999999,8.8,5.4
0.64,IF,F,Ideal,122.9,929,113,8.83,8.91,5.45
0.96,IF,F,Ideal,184.7,943,168,13.219999999999999,13.33,8.17
0.6,IF,F,Ideal,123.1,947,113,8.649999999999999,8.73,5.35
0.33,IF,F,Ideal,61.2,957,56,4.48,4.5,2.75
1.24,IF,F,Ideal,248.2,979,221,17.310000000000002,17.419999999999998,10.78
0.32,IF,F,Ideal,60.7,990,56,4.43,4.46,2.7
0.3,IF,F,Premium,60.7,1013,58,4.37,4.33,2.64
0.3,IF,F,Premium,61.6,1085,58,4.34,4.3,2.66
1.13,IF,F,Premium,60,12543,58,6.78,6.76,4.06
1.13,IF,F,Premium,59.8,12549,60,6.82,6.76,4.06
0.39,IF,F,Premium,58,1290,61,4.83,4.79,2.79
0.42,IF,F,Premium,62.2,1389,56,4.85,4.8,3
1.51,IF,F,Premium,60.5,18102,61,7.5,7.4,4.45
0.54,IF,F,Premium,61.9,2391,60,5.26,5.21,3.24
0.76,IF,F,Premium,60.6,4150,60,5.89,5.85,3.56
0.76,IF,F,Premium,60.6,4223,60,5.85,5.89,3.56
0.25,IF,F,Premium,61.1,740,58,4.1,4.08,2.5
0.31,IF,F,Premium,61.6,874,58,4.33,4.37,2.68
0.31,IF,F,Premium,61.9,914,58,4.36,4.39,2.71
0.6,IF,F,Premium,122.30000000000001,947,116,8.65,8.719999999999999,5.3100000000000005
1.01,IF,F,Premium,62.3,9627,57,6.5,6.35,4
0.31,IF,F,Premium,61.9,977,58,4.39,4.36,2.71
0.31,IF,F,Premium,61.5,979,58,4.33,4.35,2.67
1.03,IF,F,Very Good,62.8,10032,57,6.4,6.47,4.04
1.04,IF,F,Very Good,63,10264,55,6.36,6.53,4.06
0.35,IF,F,Very Good,62,1027,54,4.55,4.58,2.83
1.01,IF,F,Very Good,61.9,10476,59,6.38,6.45,3.97
1.09,IF,F,Very Good,61.1,10663,58,6.63,6.69,4.07
1.01,IF,F,Very Good,59.2,10800,60,6.48,6.59,3.87
1.07,IF,F,Very Good,59.4,11019,59,6.64,6.7,3.96
0.41,IF,F,Very Good,63.3,1255,56,4.69,4.75,2.99
0.41,IF,F,Very Good,61.6,1313,58,4.75,4.79,2.94
0.4,IF,F,Very Good,62.8,1404,57,4.65,4.68,2.93
1.32,IF,F,Very Good,62.4,14842,58,6.97,7.01,4.36
1.38,IF,F,Very Good,58.2,17598,60,7.32,7.39,4.28
1.5,IF,F,Very Good,63.2,18552,58,7.2,7.32,4.59
0.5,IF,F,Very Good,59.7,2219,60,5.18,5.24,3.11
0.6,IF,F,Very Good,60.1,2988,54,5.5,5.58,3.33
0.25,IF,F,Very Good,63.3,526,59,3.99,4.04,2.54
0.28,IF,F,Very Good,62.2,612,55,4.23,4.26,2.64
0.25,IF,F,Very Good,61.1,633,54,4.08,4.11,2.5
0.28,IF,F,Very Good,59.8,787,56,4.27,4.29,2.56
1.2,IF,F,Very Good,249.1,886,224,17.18,17.27,10.73
0.31,IF,F,Very Good,61.2,914,55,4.37,4.39,2.68
1.06,IF,F,Very Good,60.6,9433,56,6.62,6.69,4.03
0.37,IF,F,Very Good,60.4,995,57,4.65,4.68,2.81
1.01,IF,F,Very Good,59.6,9965,62,6.47,6.56,3.88
1.01,IF,F,Very Good,63.5,9972,59,6.29,6.41,4.03
0.34,IF,F,Very Good,61.1,999,54,4.54,4.56,2.78
0.39,IF,G,Good,63.5,1213,56,4.65,4.67,2.96
1.5,IF,G,Good,59.9,13998,59,7.39,7.46,4.45
0.45,IF,G,Good,59.6,1437,61,5,5.04,2.99
1.48,IF,G,Good,59.8,15164,61,7.54,7.34,4.45
0.52,IF,G,Good,59.8,2093,57,5.24,5.27,3.14
0.9,IF,G,Good,61.8,5855,61,6.12,6.17,3.8
0.3,IF,G,Good,63.8,956,55,4.28,4.24,2.72
0.33,IF,G,Good,57.9,984,60,4.55,4.57,2.64
0.7,IF,G,Ideal,122.8,1001,110,9.100000000000001,9.17,5.609999999999999
1.11,IF,G,Ideal,61.2,10053,54,6.71,6.73,4.11
2.32,IF,G,Ideal,124.3,10082,112,13.52,13.43,8.370000000000001
0.34,IF,G,Ideal,61.6,1014,56,4.48,4.51,2.77
0.96,IF,G,Ideal,183.89999999999998,1020,168,13.29,13.22,8.120000000000001
1.13,IF,G,Ideal,61.7,10228,57,6.65,6.7,4.12
0.31,IF,G,Ideal,62,1028,54,4.39,4.35,2.71
0.36,IF,G,Ideal,62.2,1029,53,4.59,4.61,2.86
1.14,IF,G,Ideal,61.1,10313,57,6.7,6.76,4.11
1.16,IF,G,Ideal,59.9,10368,57,6.85,6.93,4.13
0.35,IF,G,Ideal,61.8,1041,56,4.57,4.52,2.81
0.7,IF,G,Ideal,124.1,1044,110,9.04,9.079999999999998,5.62
1.6500000000000001,IF,G,Ideal,309.1,1052,276,22.35,22.2,13.77
1.48,IF,G,Ideal,245.9,1056,221,18.490000000000002,18.61,11.399999999999999
0.36,IF,G,Ideal,61.6,1074,55,4.57,4.59,2.82
0.34,IF,G,Ideal,61.9,1084,57,4.48,4.47,2.77
0.39,IF,G,Ideal,61.9,1101,54,4.67,4.73,2.91
0.35,IF,G,Ideal,61.4,1116,55,4.59,4.56,2.81
1.28,IF,G,Ideal,60.8,11372,57,7.02,7.05,4.28
1.24,IF,G,Ideal,62.4,11376,56,6.86,6.89,4.29
1.25,IF,G,Ideal,60.2,11511,54,6.99,7.03,4.22
0.39,IF,G,Ideal,61.7,1154,55,4.68,4.72,2.9
1.25,IF,G,Ideal,60.6,11705,57,6.97,6.99,4.23
0.39,IF,G,Ideal,62.1,1189,53.7,4.67,4.71,2.91
0.39,IF,G,Ideal,61.4,1200,54,4.71,4.73,2.9
0.39,IF,G,Ideal,61.6,1201,56,4.69,4.73,2.9
0.39,IF,G,Ideal,60.6,1209,56,4.73,4.76,2.87
0.8,IF,G,Ideal,124.3,1229,111,9.47,9.52,5.9
0.4,IF,G,Ideal,61.8,1239,55,4.75,4.79,2.95
0.42,IF,G,Ideal,62,1251,57,4.8,4.82,2.98
0.4,IF,G,Ideal,61.1,1257,56,4.76,4.79,2.92
0.82,IF,G,Ideal,124.1,1259,110,9.55,9.629999999999999,5.95
0.41,IF,G,Ideal,61.5,1269,57,4.78,4.82,2.95
0.41,IF,G,Ideal,62.1,1276,57,4.76,4.77,2.96
0.84,IF,G,Ideal,123.7,1289,110,9.649999999999999,9.69,5.98
1.3,IF,G,Ideal,61.3,12932,56,7.03,7.06,4.32
1.29,IF,G,Ideal,186.2,1318,164,14.530000000000001,14.630000000000003,9.049999999999999
0.4,IF,G,Ideal,62.2,1333,55,4.73,4.76,2.95
0.41,IF,G,Ideal,62.1,1336,57,4.77,4.76,2.96
1.28,IF,G,Ideal,61.7,13360,56,6.95,6.99,4.3
1.37,IF,G,Ideal,62.3,13439,54,7.11,7.15,4.43
0.44,IF,G,Ideal,62.2,1348,53,4.9,4.94,3.06
1.64,IF,G,Ideal,247.4,1367,222,19.049999999999997,19.17,11.820000000000002
0.45,IF,G,Ideal,62,1377,53,4.94,4.99,3.08
0.44,IF,G,Ideal,61.3,1378,55,4.91,4.95,3.02
0.42,IF,G,Ideal,62.4,1394,57,4.79,4.82,3
0.84,IF,G,Ideal,122.5,1400,111,9.649999999999999,9.690000000000001,5.92
0.41,IF,G,Ideal,62,1425,55,4.8,4.81,2.98
0.82,IF,G,Ideal,122.7,1431,113,9.61,9.559999999999999,5.880000000000001
0.86,IF,G,Ideal,123,1433,112,9.66,9.75,5.97
0.46,IF,G,Ideal,62.5,1441,57,4.89,4.94,3.07
0.45,IF,G,Ideal,61.7,1548,55,4.93,4.96,3.05
0.4,IF,G,Ideal,61.9,1570,56,4.7,4.76,2.93
1.65,IF,G,Ideal,62.4,17569,55,7.53,7.61,4.72
0.47,IF,G,Ideal,62.1,1814,54,4.99,5.02,3.11
0.46,IF,G,Ideal,61.7,1987,56,4.97,5.01,3.08
0.51,IF,G,Ideal,62.4,2096,54,5.12,5.17,3.21
0.51,IF,G,Ideal,62.9,2146,58,5.07,5.11,3.2
0.52,IF,G,Ideal,61.5,2164,56,5.21,5.16,3.19
0.51,IF,G,Ideal,61.4,2208,54,5.18,5.24,3.2
1.06,IF,G,Ideal,123.3,2247,112,10.379999999999999,10.46,6.42
0.52,IF,G,Ideal,61.7,2267,56,5.15,5.19,3.19
0.5,IF,G,Ideal,60.8,2287,54,5.19,5.2,3.16
0.54,IF,G,Ideal,61.5,2289,55,5.24,5.3,3.23
0.53,IF,G,Ideal,60.3,2293,56,5.29,5.33,3.2
0.56,IF,G,Ideal,61.7,2298,55,5.29,5.34,3.28
1.12,IF,G,Ideal,124.2,2321,108,10.6,10.66,6.6
0.54,IF,G,Ideal,61.6,2361,57,5.22,5.27,3.23
0.55,IF,G,Ideal,61.1,2383,57,5.26,5.31,3.23
0.52,IF,G,Ideal,61.7,2387,56,5.19,5.15,3.19
0.56,IF,G,Ideal,62,2399,56,5.33,5.28,3.29
1.12,IF,G,Ideal,123.8,2442,112,10.58,10.66,6.57
0.44,IF,G,Ideal,61.6,2506,55,4.9,4.93,3.03
0.58,IF,G,Ideal,60.9,2508,57,5.39,5.46,3.3
0.58,IF,G,Ideal,62.1,2528,56,5.35,5.37,3.32
0.6,IF,G,Ideal,62.2,2533,55,5.36,5.44,3.36
0.59,IF,G,Ideal,59.5,2551,58,5.49,5.57,3.29
0.6,IF,G,Ideal,62,2570,55,5.39,5.44,3.36
0.59,IF,G,Ideal,62.5,2611,57,5.34,5.38,3.35
0.55,IF,G,Ideal,60.9,2789,57,5.28,5.3,3.22
0.61,IF,G,Ideal,62.3,2800,56,5.43,5.45,3.39
0.64,IF,G,Ideal,61.7,2960,58,5.52,5.56,3.42
0.67,IF,G,Ideal,61.6,3271,55,5.61,5.65,3.47
0.62,IF,G,Ideal,61.8,3310,56,5.45,5.48,3.38
0.62,IF,G,Ideal,60.3,3378,57,5.54,5.61,3.35
0.65,IF,G,Ideal,60.1,3536,57,5.61,5.65,3.38
0.71,IF,G,Ideal,61.8,3772,57,5.7,5.75,3.54
0.46,IF,G,Ideal,123.5,536,111,7.859999999999999,7.92,4.87
0.72,IF,G,Ideal,184.10000000000002,559,171,11.99,12.079999999999998,7.369999999999999
0.27,IF,G,Ideal,61.6,566,57,4.18,4.21,2.58
0.93,IF,G,Ideal,62.2,5879,58,6.25,6.22,3.88
0.52,IF,G,Ideal,124.7,605,112,8.149999999999999,8.23,5.1
0.27,IF,G,Ideal,62,627,56,4.14,4.17,2.58
0.26,IF,G,Ideal,61.7,648,54,4.15,4.18,2.57
0.27,IF,G,Ideal,61,672,56,4.17,4.19,2.55
0.58,IF,G,Ideal,121.9,673,112,8.530000000000001,8.59,5.21
0.95,IF,G,Ideal,59.8,6951,59,6.36,6.43,3.82
0.31,IF,G,Ideal,62.8,786,56,4.34,4.39,2.74
0.3,IF,G,Ideal,62.4,799,55,4.3,4.32,2.69
0.3,IF,G,Ideal,62.6,826,54,4.3,4.33,2.7
0.3,IF,G,Ideal,62,830,54.4,4.3,4.32,2.67
1.02,IF,G,Ideal,62.5,8311,57,6.44,6.37,4
0.31,IF,G,Ideal,61.6,839,56,4.37,4.4,2.7
0.6,IF,G,Ideal,123.2,844,111,8.64,8.690000000000001,5.33
0.3,IF,G,Ideal,61.7,850,53,4.33,4.36,2.68
0.31,IF,G,Ideal,61.6,853,54,4.36,4.4,2.7
5.699999999999998,IF,G,Ideal,1173.1999999999998,863,1054,82.04999999999998,82.58,50.830000000000005
2.17,IF,G,Ideal,432.7,871,391,30.450000000000003,30.63,18.87
1.01,IF,G,Ideal,62.8,8778,57,6.42,6.39,4.02
0.32,IF,G,Ideal,62.3,883,54,4.39,4.4,2.74
1.05,IF,G,Ideal,62.5,8850,56,6.48,6.52,4.06
2.02,IF,G,Ideal,122.3,8869,117,12.91,12.969999999999999,7.91
4.03,IF,G,Ideal,801.1999999999999,891,717,56.8,57.2,35.13
1.2,IF,G,Ideal,246,895,225,17.23,17.34,10.629999999999999
1.01,IF,G,Ideal,62.2,8957,61,6.34,6.4,3.96
0.64,IF,G,Ideal,123.19999999999999,898,110,8.8,8.86,5.44
1.05,IF,G,Ideal,62.5,9012,56,6.52,6.48,4.06
1.08,IF,G,Ideal,61.3,9035,57,6.62,6.59,4.05
0.64,IF,G,Ideal,122.8,905,111,8.8,8.86,5.42
0.35,IF,G,Ideal,61.3,910,56,4.51,4.53,2.77
4.159999999999999,IF,G,Ideal,799.8,918,717,57.30000000000001,57.79,35.4
1.24,IF,G,Ideal,246.39999999999998,924,225,17.39,17.49,10.739999999999998
0.33,IF,G,Ideal,61.9,925,56,4.43,4.47,2.75
0.37,IF,G,Ideal,60.5,926,56,4.66,4.7,2.83
0.99,IF,G,Ideal,184.2,946,165,13.440000000000001,13.5,8.27
1.07,IF,G,Ideal,61.5,9532,57,6.59,6.54,4.04
0.32,IF,G,Ideal,61.8,954,55,4.41,4.43,2.73
2.4,IF,G,Ideal,498.4,956,447,34.61,34.32,21.470000000000002
0.7,IF,G,Ideal,120.9,959,114,9.19,9.25,5.57
2.38,IF,G,Ideal,429.9,974,387,31.53,31.740000000000002,19.43
1.0499999999999998,IF,G,Ideal,184,979,169,13.68,13.740000000000002,8.399999999999999
1.33,IF,G,Ideal,247.20000000000002,984,222,17.71,17.83,10.98
0.72,IF,G,Ideal,123.2,985,112,9.16,9.219999999999999,5.66
0.9299999999999999,IF,G,Ideal,185.4,988,169,13.1,13.02,8.07
1.16,IF,G,Ideal,62.3,9901,55,6.73,6.79,4.21
0.33,IF,G,Ideal,61.5,992,56,4.46,4.48,2.75
1.09,IF,G,Premium,61.3,10065,58,6.64,6.6,4.06
0.34,IF,G,Premium,62.3,1014,59,4.46,4.49,2.79
0.32,IF,G,Premium,61.8,1020,55,4.45,4.39,2.73
1.24,IF,G,Premium,60.5,10508,60,6.95,6.91,4.19
0.33,IF,G,Premium,60.8,1052,58,4.46,4.42,2.7
0.37,IF,G,Premium,59.8,1064,58,4.71,4.69,2.81
0.3,IF,G,Premium,58.4,1071,62,4.43,4.4,2.58
0.7,IF,G,Premium,119.7,1116,119,9.190000000000001,9.129999999999999,5.48
0.39,IF,G,Premium,59.8,1271,55,4.84,4.77,2.87
0.39,IF,G,Premium,59,1300,60,4.75,4.78,2.81
0.8,IF,G,Premium,120.6,1333,116,9.52,9.62,5.77
0.39,IF,G,Premium,59,1362,60,4.78,4.75,2.81
0.84,IF,G,Premium,121.80000000000001,1400,117,9.559999999999999,9.66,5.85
0.86,IF,G,Premium,122.4,1433,117,9.61,9.73,5.92
0.72,IF,G,Premium,60.1,3185,58,5.89,5.86,3.53
0.7,IF,G,Premium,60,3447,59,5.75,5.79,3.46
0.8,IF,G,Premium,62.6,4193,58,5.93,5.89,3.7
0.8,IF,G,Premium,62.6,4268,58,5.89,5.93,3.7
1.01,IF,G,Premium,61.3,7352,58,6.48,6.4,3.95
1.01,IF,G,Premium,60,8120,61,6.45,6.41,3.86
0.34,IF,G,Premium,60.5,879,58,4.47,4.52,2.72
0.32,IF,G,Premium,59.4,891,60,4.45,4.47,2.65
0.6,IF,G,Premium,120.2,895,117,8.67,8.73,5.23
1.05,IF,G,Premium,60.6,9012,60,6.59,6.57,3.99
1.12,IF,G,Premium,60.9,9126,57,6.79,6.68,4.1
0.31,IF,G,Premium,61.4,924,59,4.34,4.39,2.68
0.34,IF,G,Premium,60.5,939,58,4.52,4.47,2.72
1.12,IF,G,Premium,61.2,9440,58,6.67,6.7,4.09
0.32,IF,G,Premium,62,954,60,4.37,4.41,2.72
0.3,IF,G,Premium,61,956,62,4.34,4.32,2.64
1.13,IF,G,Premium,61.2,9698,59,6.78,6.71,4.13
0.33,IF,G,Premium,60.8,984,58,4.42,4.46,2.7
0.31,IF,G,Premium,61.6,988,55,4.42,4.38,2.71
0.37,IF,G,Very Good,61.8,1003,56,4.6,4.64,2.85
1.2,IF,G,Very Good,60.9,10497,55,6.9,6.93,4.21
0.4,IF,G,Very Good,61,1154,59,4.75,4.79,2.91
0.4,IF,G,Very Good,61.2,1220,57,4.77,4.79,2.92
0.4,IF,G,Very Good,61.4,1229,54,4.76,4.79,2.93
0.39,IF,G,Very Good,63.5,1271,56,4.67,4.65,2.96
0.43,IF,G,Very Good,62.7,1286,58,4.8,4.84,3.02
0.51,IF,G,Very Good,63.8,2063,58,5.06,5.09,3.24
0.6,IF,G,Very Good,61.6,2800,56,5.43,5.46,3.35
0.7,IF,G,Very Good,58.5,3543,60,5.83,5.87,3.42
0.7,IF,G,Very Good,63,3725,59,5.58,5.62,3.53
0.82,IF,G,Very Good,61.9,4844,57,5.96,6,3.7
0.9,IF,G,Very Good,63.1,5670,58,6.18,6.09,3.87
0.3,IF,G,Very Good,61.4,774,58,4.27,4.33,2.64
2.02,IF,G,Very Good,123,7974,121,12.719999999999999,12.8,7.85
0.3,IF,G,Very Good,61.4,831,59,4.27,4.3,2.63
0.35,IF,G,Very Good,62.1,833,56,4.54,4.57,2.82
0.3,IF,G,Very Good,58.4,835,62,4.4,4.43,2.58
1.06,IF,G,Very Good,61.2,8415,57,6.52,6.56,4
1.02,IF,G,Very Good,62.3,8624,59,6.36,6.45,3.99
0.3,IF,G,Very Good,62.6,863,56,4.27,4.29,2.68
1.09,IF,G,Very Good,62.9,8650,57,6.52,6.58,4.12
0.35,IF,G,Very Good,62.1,892,54,4.53,4.57,2.82
1.2,IF,G,Very Good,249.7,895,230,17.04,17.19,10.68
1.12,IF,G,Very Good,60.9,8962,57,6.68,6.79,4.1
0.6799999999999999,IF,G,Very Good,125.2,898,114,8.84,8.93,5.5600000000000005
1.05,IF,G,Very Good,58.9,9013,61,6.64,6.67,3.92
1.1,IF,G,Very Good,59.8,9053,56,6.75,6.82,4.06
1.01,IF,G,Very Good,61.1,9063,56,6.45,6.48,3.95
0.34,IF,G,Very Good,59.4,917,56,4.59,4.63,2.74
0.32,IF,G,Very Good,62.1,918,53,4.4,4.45,2.75
0.3,IF,G,Very Good,63.5,956,55,4.28,4.26,2.71
1.05,IF,H,Good,64.3,6703,58,6.5,6.35,4.13
1.26,IF,H,Ideal,246,1013,224,17.62,17.51,10.8
0.35,IF,H,Ideal,60.8,1017,56,4.61,4.6,2.8
0.39,IF,H,Ideal,61.9,1039,55.6,4.68,4.7,2.91
0.62,IF,H,Ideal,122.1,1046,111,8.780000000000001,8.719999999999999,5.34
0.76,IF,H,Ideal,118.9,1064,118,9.4,9.57,5.64
0.4,IF,H,Ideal,60.9,1074,58,4.75,4.78,2.9
0.32,IF,H,Ideal,60.9,1080,56,4.42,4.41,2.69
0.41,IF,H,Ideal,61.8,1100,55,4.79,4.82,2.97
0.35,IF,H,Ideal,61.7,1103,54,4.55,4.53,2.8
0.33,IF,H,Ideal,61.9,1114,55,4.44,4.42,2.74
0.42,IF,H,Ideal,61,1135,56,4.79,4.82,2.93
0.43,IF,H,Ideal,61.9,1151,55,4.87,4.89,3.02
0.4,IF,H,Ideal,61.9,1153,56,4.72,4.75,2.93
0.36,IF,H,Ideal,61.3,1163,57,4.59,4.61,2.82
0.88,IF,H,Ideal,123.3,1177,109,9.82,9.9,6.08
0.44,IF,H,Ideal,61.5,1185,56,4.89,4.93,3.02
0.41,IF,H,Ideal,61.8,1187,55,4.76,4.79,2.95
0.42,IF,H,Ideal,61.9,1216,56,4.79,4.81,2.97
0.4,IF,H,Ideal,62.7,1238,57,4.7,4.68,2.94
0.82,IF,H,Ideal,125,1243,110,9.5,9.45,5.92
0.44,IF,H,Ideal,62,1255,57,4.87,4.91,3.02
0.42,IF,H,Ideal,61.9,1273,56,4.81,4.79,2.97
0.43,IF,H,Ideal,62.2,1304,55,4.87,4.84,3.02
0.46,IF,H,Ideal,62.2,1450,55,4.94,4.99,3.09
1.66,IF,H,Ideal,61.5,14859,57,7.62,7.59,4.68
